billing_id,customer_id,subscription_id,billing_month,record_type,seats,seat_price,mrr_amount,plan_code,currency,source_system,created_at
10656,CUST-00382,SUB-00382,2025-05,recurring,19,88.0,1672.0,Scale,USD,billing_v1,2025-05-01
10721,CUST-00385,SUB-00385,2025-05,recurring,11,88.0,968.0,Scale,USD,billing_v1,2025-05-01
10757,CUST-00386,SUB-00386,2025-05,recurring,9,46.02,414.18,Starter,USD,billing_v1,2025-05-01
10793,CUST-00388,SUB-00388,2025-05,recurring,7,46.02,322.14,Starter,USD,billing_v1,2025-05-01
10829,CUST-00389,SUB-00389,2025-05,recurring,18,88.0,1584.0,Scale,USD,billing_v1,2025-05-01
10865,CUST-00390,SUB-00390,2025-05,recurring,8,39.0,312.0,Starter,USD,billing_v1,2025-05-01
10888,CUST-00391,SUB-00391,2025-05,recurring,6,39.0,234.0,Starter,USD,billing_v1,2025-05-01
10923,CUST-00392,SUB-00392,2025-05,recurring,72,121.0,8712.0,Enterprise,USD,billing_v1,2025-05-01
10959,CUST-00393,SUB-00393,2025-05,recurring,11,73.16,804.76,Growth,USD,billing_v1,2025-05-01
11009,CUST-00395,SUB-00395,2025-05,recurring,7,46.02,322.14,Starter,USD,billing_v1,2025-05-01
11045,CUST-00396,SUB-00396,2025-05,recurring,48,88.0,4224.0,Scale,USD,billing_v1,2025-05-01
11091,CUST-00398,SUB-00398,2025-05,recurring,10,46.02,460.2,Starter,USD,billing_v1,2025-05-01
11158,CUST-00401,SUB-00401,2025-05,recurring,5,62.0,310.0,Growth,USD,billing_v1,2025-05-01
11194,CUST-00402,SUB-00402,2025-05,recurring,10,39.0,390.0,Starter,USD,billing_v1,2025-05-01
11230,CUST-00403,SUB-00403,2025-05,recurring,7,62.0,434.0,Growth,USD,billing_v1,2025-05-01
11253,CUST-00404,SUB-00404,2025-05,recurring,7,62.0,434.0,Growth,USD,billing_v1,2025-05-01
11289,CUST-00405,SUB-00405,2025-05,recurring,16,88.0,1408.0,Scale,USD,billing_v1,2025-05-01
11325,CUST-00406,SUB-00406,2025-05,recurring,6,46.02,276.12,Starter,USD,billing_v1,2025-05-01
11351,CUST-00407,SUB-00407,2025-05,recurring,10,39.0,390.0,Starter,USD,billing_v1,2025-05-01
11407,CUST-00411,SUB-00411,2025-05,recurring,8,62.0,496.0,Growth,USD,billing_v1,2025-05-01
11448,CUST-00414,SUB-00414,2025-05,recurring,17,88.0,1496.0,Scale,USD,billing_v1,2025-05-01
11484,CUST-00415,SUB-00415,2025-05,recurring,8,62.0,496.0,Growth,USD,billing_v1,2025-05-01
11538,CUST-00418,SUB-00418,2025-05,recurring,11,88.0,968.0,Scale,USD,billing_v1,2025-05-01
11580,CUST-00421,SUB-00421,2025-05,recurring,7,73.16,512.12,Growth,USD,billing_v1,2025-05-01
11616,CUST-00422,SUB-00422,2025-05,recurring,10,39.0,390.0,Starter,USD,billing_v1,2025-05-01
11652,CUST-00423,SUB-00423,2025-05,recurring,10,46.02,460.2,Starter,USD,billing_v1,2025-05-01
11688,CUST-00424,SUB-00424,2025-05,recurring,7,73.16,512.12,Growth,USD,billing_v1,2025-05-01
11724,CUST-00425,SUB-00425,2025-05,recurring,43,121.0,5203.0,Enterprise,USD,billing_v1,2025-05-01
11760,CUST-00426,SUB-00426,2025-05,recurring,8,62.0,496.0,Growth,USD,billing_v1,2025-05-01
11795,CUST-00427,SUB-00427,2025-05,recurring,16,88.0,1408.0,Scale,USD,billing_v1,2025-05-01
11831,CUST-00428,SUB-00428,2025-05,recurring,9,39.0,351.0,Starter,USD,billing_v1,2025-05-01
11888,CUST-00431,SUB-00431,2025-05,recurring,7,73.16,512.12,Growth,USD,billing_v1,2025-05-01
11946,CUST-00434,SUB-00434,2025-05,recurring,18,88.0,1584.0,Scale,USD,billing_v1,2025-05-01
12001,CUST-00436,SUB-00436,2025-05,recurring,8,62.0,496.0,Growth,USD,billing_v1,2025-05-01
12033,CUST-00437,SUB-00437,2025-05,recurring,32,121.0,3872.0,Enterprise,USD,billing_v1,2025-05-01
12069,CUST-00438,SUB-00438,2025-05,recurring,3,39.0,117.0,Starter,USD,billing_v1,2025-05-01
12105,CUST-00439,SUB-00439,2025-05,recurring,6,39.0,234.0,Starter,USD,billing_v1,2025-05-01
12145,CUST-00442,SUB-00442,2025-05,recurring,4,39.0,156.0,Starter,USD,billing_v1,2025-05-01
12186,CUST-00444,SUB-00444,2025-05,recurring,7,46.02,322.14,Starter,USD,billing_v1,2025-05-01
12222,CUST-00445,SUB-00445,2025-05,recurring,7,39.0,273.0,Starter,USD,billing_v1,2025-05-01
12258,CUST-00446,SUB-00446,2025-05,recurring,12,88.0,1056.0,Scale,USD,billing_v1,2025-05-01
12294,CUST-00447,SUB-00447,2025-05,recurring,11,62.0,682.0,Growth,USD,billing_v1,2025-05-01
12347,CUST-00450,SUB-00450,2025-05,recurring,8,62.0,496.0,Growth,USD,billing_v1,2025-05-01
12383,CUST-00451,SUB-00451,2025-05,recurring,23,121.0,2783.0,Enterprise,USD,billing_v1,2025-05-01
12419,CUST-00452,SUB-00452,2025-05,recurring,8,62.0,496.0,Growth,USD,billing_v1,2025-05-01
12455,CUST-00453,SUB-00453,2025-05,recurring,25,88.0,2200.0,Scale,USD,billing_v1,2025-05-01
12486,CUST-00454,SUB-00454,2025-05,recurring,5,62.0,310.0,Growth,USD,billing_v1,2025-05-01
12522,CUST-00455,SUB-00455,2025-05,recurring,42,88.0,3696.0,Scale,USD,billing_v1,2025-05-01
12558,CUST-00456,SUB-00456,2025-05,recurring,23,88.0,2024.0,Scale,USD,billing_v1,2025-05-01
12605,CUST-00458,SUB-00458,2025-05,recurring,10,62.0,620.0,Growth,USD,billing_v1,2025-05-01
12662,CUST-00461,SUB-00461,2025-05,recurring,13,62.0,806.0,Growth,USD,billing_v1,2025-05-01
12697,CUST-00462,SUB-00462,2025-05,recurring,30,88.0,2640.0,Scale,USD,billing_v1,2025-05-01
12734,CUST-00464,SUB-00464,2025-05,recurring,48,88.0,4224.0,Scale,USD,billing_v1,2025-05-01
12768,CUST-00465,SUB-00465,2025-05,recurring,26,88.0,2288.0,Scale,USD,billing_v1,2025-05-01
12802,CUST-00466,SUB-00466,2025-05,recurring,23,88.0,2024.0,Scale,USD,billing_v1,2025-05-01
12836,CUST-00467,SUB-00467,2025-05,recurring,11,62.0,682.0,Growth,USD,billing_v1,2025-05-01
12856,CUST-00468,SUB-00468,2025-05,recurring,10,62.0,620.0,Growth,USD,billing_v1,2025-05-01
12889,CUST-00469,SUB-00469,2025-05,recurring,7,62.0,434.0,Growth,USD,billing_v1,2025-05-01
12955,CUST-00473,SUB-00473,2025-05,recurring,9,62.0,558.0,Growth,USD,billing_v1,2025-05-01
12989,CUST-00475,SUB-00475,2025-05,recurring,27,88.0,2376.0,Scale,USD,billing_v1,2025-05-01
13021,CUST-00476,SUB-00476,2025-05,recurring,48,121.0,5808.0,Enterprise,USD,billing_v1,2025-05-01
13053,CUST-00477,SUB-00477,2025-05,recurring,21,88.0,1848.0,Scale,USD,billing_v1,2025-05-01
13084,CUST-00478,SUB-00478,2025-05,recurring,97,121.0,11737.0,Enterprise,USD,billing_v1,2025-05-01
13114,CUST-00479,SUB-00479,2025-05,recurring,54,121.0,6534.0,Enterprise,USD,billing_v1,2025-05-01
13144,CUST-00480,SUB-00480,2025-05,recurring,30,88.0,2640.0,Scale,USD,billing_v1,2025-05-01
13174,CUST-00481,SUB-00481,2025-05,recurring,16,73.16,1170.56,Growth,USD,billing_v1,2025-05-01
13204,CUST-00482,SUB-00482,2025-05,recurring,48,121.0,5808.0,Enterprise,USD,billing_v1,2025-05-01
13236,CUST-00484,SUB-00484,2025-05,recurring,9,73.16,658.44,Growth,USD,billing_v1,2025-05-01
13265,CUST-00485,SUB-00485,2025-05,recurring,9,73.16,658.44,Growth,USD,billing_v1,2025-05-01
13294,CUST-00486,SUB-00486,2025-05,recurring,26,88.0,2288.0,Scale,USD,billing_v1,2025-05-01
13323,CUST-00487,SUB-00487,2025-05,recurring,22,88.0,1936.0,Scale,USD,billing_v1,2025-05-01
13352,CUST-00488,SUB-00488,2025-05,recurring,7,73.16,512.12,Growth,USD,billing_v1,2025-05-01
13381,CUST-00489,SUB-00489,2025-05,recurring,13,73.16,951.08,Growth,USD,billing_v1,2025-05-01
13405,CUST-00490,SUB-00490,2025-05,recurring,21,88.0,1848.0,Scale,USD,billing_v1,2025-05-01
13434,CUST-00491,SUB-00491,2025-05,recurring,18,88.0,1584.0,Scale,USD,billing_v1,2025-05-01
13463,CUST-00492,SUB-00492,2025-05,recurring,40,88.0,3520.0,Scale,USD,billing_v1,2025-05-01
13492,CUST-00493,SUB-00493,2025-05,recurring,28,88.0,2464.0,Scale,USD,billing_v1,2025-05-01
13520,CUST-00494,SUB-00494,2025-05,recurring,11,73.16,804.76,Growth,USD,billing_v1,2025-05-01
13548,CUST-00495,SUB-00495,2025-05,recurring,10,73.16,731.6,Growth,USD,billing_v1,2025-05-01
17260,CUST-00496,SUB-00496,2025-05,credit_memo,0,0.0,-769.0,Growth,USD,billing_v1,2025-07-01
13576,CUST-00496,SUB-00496,2025-05,recurring,18,73.16,1316.88,Growth,USD,billing_v1,2025-05-01
13604,CUST-00497,SUB-00497,2025-05,recurring,9,73.16,658.44,Growth,USD,billing_v1,2025-05-01
13632,CUST-00498,SUB-00498,2025-05,recurring,11,88.0,968.0,Scale,USD,billing_v1,2025-05-01
13660,CUST-00499,SUB-00499,2025-05,recurring,13,73.16,951.08,Growth,USD,billing_v1,2025-05-01
13688,CUST-00500,SUB-00500,2025-05,recurring,27,88.0,2376.0,Scale,USD,billing_v1,2025-05-01
13717,CUST-00502,SUB-00502,2025-05,recurring,8,62.0,496.0,Growth,USD,billing_v1,2025-05-01
13744,CUST-00503,SUB-00503,2025-05,recurring,15,88.0,1320.0,Scale,USD,billing_v1,2025-05-01
13771,CUST-00504,SUB-00504,2025-05,recurring,9,39.0,351.0,Starter,USD,billing_v1,2025-05-01
13795,CUST-00505,SUB-00505,2025-05,recurring,20,88.0,1760.0,Scale,USD,billing_v1,2025-05-01
13821,CUST-00506,SUB-00506,2025-05,recurring,12,62.0,744.0,Growth,USD,billing_v1,2025-05-01
13836,CUST-00507,SUB-00507,2025-05,recurring,6,62.0,372.0,Growth,USD,billing_v1,2025-05-01
13862,CUST-00508,SUB-00508,2025-05,recurring,76,121.0,9196.0,Enterprise,USD,billing_v1,2025-05-01
13888,CUST-00509,SUB-00509,2025-05,recurring,37,88.0,3256.0,Scale,USD,billing_v1,2025-05-01
13914,CUST-00510,SUB-00510,2025-05,recurring,25,88.0,2200.0,Scale,USD,billing_v1,2025-05-01
13939,CUST-00511,SUB-00511,2025-05,recurring,18,62.0,1116.0,Growth,USD,billing_v1,2025-05-01
13959,CUST-00512,SUB-00512,2025-05,recurring,25,88.0,2200.0,Scale,USD,billing_v1,2025-05-01
13975,CUST-00514,SUB-00514,2025-05,recurring,33,88.0,2904.0,Scale,USD,billing_v1,2025-05-01
14000,CUST-00515,SUB-00515,2025-05,recurring,9,62.0,558.0,Growth,USD,billing_v1,2025-05-01
14012,CUST-00516,SUB-00516,2025-05,recurring,23,88.0,2024.0,Scale,USD,billing_v1,2025-05-01
14042,CUST-00518,SUB-00518,2025-05,recurring,14,62.0,868.0,Growth,USD,billing_v1,2025-05-01
14066,CUST-00519,SUB-00519,2025-05,recurring,24,88.0,2112.0,Scale,USD,billing_v1,2025-05-01
14086,CUST-00520,SUB-00520,2025-05,recurring,10,62.0,620.0,Growth,USD,billing_v1,2025-05-01
14110,CUST-00521,SUB-00521,2025-05,recurring,9,62.0,558.0,Growth,USD,billing_v1,2025-05-01
14134,CUST-00522,SUB-00522,2025-05,recurring,13,62.0,806.0,Growth,USD,billing_v1,2025-05-01
14158,CUST-00523,SUB-00523,2025-05,recurring,17,62.0,1054.0,Growth,USD,billing_v1,2025-05-01
14182,CUST-00524,SUB-00524,2025-05,recurring,12,62.0,744.0,Growth,USD,billing_v1,2025-05-01
14206,CUST-00525,SUB-00525,2025-05,recurring,15,62.0,930.0,Growth,USD,billing_v1,2025-05-01
14232,CUST-00527,SUB-00527,2025-05,recurring,27,88.0,2376.0,Scale,USD,billing_v1,2025-05-01
14255,CUST-00528,SUB-00528,2025-05,recurring,11,62.0,682.0,Growth,USD,billing_v1,2025-05-01
14278,CUST-00529,SUB-00529,2025-05,recurring,7,62.0,434.0,Growth,USD,billing_v1,2025-05-01
14305,CUST-00531,SUB-00531,2025-05,recurring,12,62.0,744.0,Growth,USD,billing_v1,2025-05-01
14313,CUST-00532,SUB-00532,2025-05,recurring,8,62.0,496.0,Growth,USD,billing_v1,2025-05-01
14329,CUST-00533,SUB-00533,2025-05,recurring,81,88.0,7128.0,Scale,USD,billing_v1,2025-05-01
14352,CUST-00534,SUB-00534,2025-05,recurring,29,88.0,2552.0,Scale,USD,billing_v1,2025-05-01
14375,CUST-00535,SUB-00535,2025-05,recurring,25,88.0,2200.0,Scale,USD,billing_v1,2025-05-01
14397,CUST-00536,SUB-00536,2025-05,recurring,6,62.0,372.0,Growth,USD,billing_v1,2025-05-01
14408,CUST-00537,SUB-00537,2025-05,recurring,9,62.0,558.0,Growth,USD,billing_v1,2025-05-01
14430,CUST-00538,SUB-00538,2025-05,recurring,16,62.0,992.0,Growth,USD,billing_v1,2025-05-01
14446,CUST-00539,SUB-00539,2025-05,recurring,33,88.0,2904.0,Scale,USD,billing_v1,2025-05-01
14468,CUST-00540,SUB-00540,2025-05,recurring,9,62.0,558.0,Growth,USD,billing_v1,2025-05-01
14490,CUST-00541,SUB-00541,2025-05,recurring,19,88.0,1672.0,Scale,USD,billing_v1,2025-05-01
14512,CUST-00542,SUB-00542,2025-05,recurring,26,88.0,2288.0,Scale,USD,billing_v1,2025-05-01
14535,CUST-00544,SUB-00544,2025-05,recurring,13,62.0,806.0,Growth,USD,billing_v1,2025-05-01
14556,CUST-00545,SUB-00545,2025-05,recurring,8,62.0,496.0,Growth,USD,billing_v1,2025-05-01
14580,CUST-00547,SUB-00547,2025-05,recurring,6,62.0,372.0,Growth,USD,billing_v1,2025-05-01
14587,CUST-00548,SUB-00548,2025-05,recurring,10,62.0,620.0,Growth,USD,billing_v1,2025-05-01
14601,CUST-00549,SUB-00549,2025-05,recurring,8,39.0,312.0,Starter,USD,billing_v1,2025-05-01
14609,CUST-00550,SUB-00550,2025-05,recurring,25,88.0,2200.0,Scale,USD,billing_v1,2025-05-01
14629,CUST-00551,SUB-00551,2025-05,recurring,18,62.0,1116.0,Growth,USD,billing_v1,2025-05-01
14644,CUST-00552,SUB-00552,2025-05,recurring,40,88.0,3520.0,Scale,USD,billing_v1,2025-05-01
14664,CUST-00553,SUB-00553,2025-05,recurring,8,62.0,496.0,Growth,USD,billing_v1,2025-05-01
14684,CUST-00554,SUB-00554,2025-05,recurring,10,62.0,620.0,Growth,USD,billing_v1,2025-05-01
14704,CUST-00555,SUB-00555,2025-05,recurring,10,88.0,880.0,Scale,USD,billing_v1,2025-05-01
14724,CUST-00556,SUB-00556,2025-05,recurring,6,62.0,372.0,Growth,USD,billing_v1,2025-05-01
14729,CUST-00557,SUB-00557,2025-05,recurring,9,62.0,558.0,Growth,USD,billing_v1,2025-05-01
14749,CUST-00558,SUB-00558,2025-05,recurring,14,88.0,1232.0,Scale,USD,billing_v1,2025-05-01
14764,CUST-00559,SUB-00559,2025-05,recurring,21,121.0,2541.0,Enterprise,USD,billing_v1,2025-05-01
14783,CUST-00560,SUB-00560,2025-05,recurring,9,62.0,558.0,Growth,USD,billing_v1,2025-05-01
14802,CUST-00561,SUB-00561,2025-05,recurring,11,62.0,682.0,Growth,USD,billing_v1,2025-05-01
14821,CUST-00562,SUB-00562,2025-05,recurring,10,62.0,620.0,Growth,USD,billing_v1,2025-05-01
14828,CUST-00563,SUB-00563,2025-05,recurring,9,62.0,558.0,Growth,USD,billing_v1,2025-05-01
14850,CUST-00565,SUB-00565,2025-05,recurring,8,62.0,496.0,Growth,USD,billing_v1,2025-05-01
14867,CUST-00567,SUB-00567,2025-05,recurring,7,62.0,434.0,Growth,USD,billing_v1,2025-05-01
14880,CUST-00568,SUB-00568,2025-05,recurring,6,62.0,372.0,Growth,USD,billing_v1,2025-05-01
14899,CUST-00569,SUB-00569,2025-05,recurring,118,121.0,14278.0,Enterprise,USD,billing_v1,2025-05-01
14918,CUST-00570,SUB-00570,2025-05,recurring,41,121.0,4961.0,Enterprise,USD,billing_v1,2025-05-01
14937,CUST-00571,SUB-00571,2025-05,recurring,19,88.0,1672.0,Scale,USD,billing_v1,2025-05-01
14955,CUST-00572,SUB-00572,2025-05,recurring,13,62.0,806.0,Growth,USD,billing_v1,2025-05-01
14961,CUST-00573,SUB-00573,2025-05,recurring,11,62.0,682.0,Growth,USD,billing_v1,2025-05-01
14970,CUST-00574,SUB-00574,2025-05,recurring,8,62.0,496.0,Growth,USD,billing_v1,2025-05-01
14988,CUST-00575,SUB-00575,2025-05,recurring,7,62.0,434.0,Growth,USD,billing_v1,2025-05-01
14998,CUST-00576,SUB-00576,2025-05,recurring,6,62.0,372.0,Growth,USD,billing_v1,2025-05-01
15001,CUST-00577,SUB-00577,2025-05,recurring,47,88.0,4136.0,Scale,USD,billing_v1,2025-05-01
15019,CUST-00578,SUB-00578,2025-05,recurring,38,88.0,3344.0,Scale,USD,billing_v1,2025-05-01
15037,CUST-00579,SUB-00579,2025-05,recurring,31,88.0,2728.0,Scale,USD,billing_v1,2025-05-01
15055,CUST-00580,SUB-00580,2025-05,recurring,64,121.0,7744.0,Enterprise,USD,billing_v1,2025-05-01
15072,CUST-00581,SUB-00581,2025-05,recurring,13,62.0,806.0,Growth,USD,billing_v1,2025-05-01
15089,CUST-00582,SUB-00582,2025-05,recurring,8,62.0,496.0,Growth,USD,billing_v1,2025-05-01
15092,CUST-00583,SUB-00583,2025-05,recurring,7,62.0,434.0,Growth,USD,billing_v1,2025-05-01
15109,CUST-00584,SUB-00584,2025-05,recurring,8,62.0,496.0,Growth,USD,billing_v1,2025-05-01
15126,CUST-00585,SUB-00585,2025-05,recurring,7,62.0,434.0,Growth,USD,billing_v1,2025-05-01
15140,CUST-00586,SUB-00586,2025-05,recurring,43,121.0,5203.0,Enterprise,USD,billing_v1,2025-05-01
15157,CUST-00587,SUB-00587,2025-05,recurring,25,88.0,2200.0,Scale,USD,billing_v1,2025-05-01
15174,CUST-00589,SUB-00589,2025-05,recurring,31,88.0,2728.0,Scale,USD,billing_v1,2025-05-01
15190,CUST-00590,SUB-00590,2025-05,recurring,11,62.0,682.0,Growth,USD,billing_v1,2025-05-01
15203,CUST-00591,SUB-00591,2025-05,recurring,8,62.0,496.0,Growth,USD,billing_v1,2025-05-01
15219,CUST-00592,SUB-00592,2025-05,recurring,34,88.0,2992.0,Scale,USD,billing_v1,2025-05-01
15229,CUST-00593,SUB-00593,2025-05,recurring,7,62.0,434.0,Growth,USD,billing_v1,2025-05-01
15245,CUST-00594,SUB-00594,2025-05,recurring,6,62.0,372.0,Growth,USD,billing_v1,2025-05-01
15249,CUST-00595,SUB-00595,2025-05,recurring,36,88.0,3168.0,Scale,USD,billing_v1,2025-05-01
15251,CUST-00596,SUB-00596,2025-05,recurring,12,62.0,744.0,Growth,USD,billing_v1,2025-05-01
15267,CUST-00597,SUB-00597,2025-05,recurring,10,62.0,620.0,Growth,USD,billing_v1,2025-05-01
15283,CUST-00598,SUB-00598,2025-05,recurring,9,62.0,558.0,Growth,USD,billing_v1,2025-05-01
15299,CUST-00599,SUB-00599,2025-05,recurring,8,39.0,312.0,Starter,USD,billing_v1,2025-05-01
15315,CUST-00600,SUB-00600,2025-05,recurring,8,62.0,496.0,Growth,USD,billing_v1,2025-05-01
15331,CUST-00601,SUB-00601,2025-05,recurring,136,121.0,16456.0,Enterprise,USD,billing_v1,2025-05-01
15347,CUST-00602,SUB-00602,2025-05,recurring,21,88.0,1848.0,Scale,USD,billing_v1,2025-05-01
15363,CUST-00603,SUB-00603,2025-05,recurring,32,88.0,2816.0,Scale,USD,billing_v1,2025-05-01
15379,CUST-00604,SUB-00604,2025-05,recurring,71,121.0,8591.0,Enterprise,USD,billing_v1,2025-05-01
15395,CUST-00605,SUB-00605,2025-05,recurring,20,88.0,1760.0,Scale,USD,billing_v1,2025-05-01
15411,CUST-00606,SUB-00606,2025-05,recurring,23,88.0,2024.0,Scale,USD,billing_v1,2025-05-01
15416,CUST-00607,SUB-00607,2025-05,recurring,13,88.0,1144.0,Scale,USD,billing_v1,2025-05-01
15432,CUST-00608,SUB-00608,2025-05,recurring,40,88.0,3520.0,Scale,USD,billing_v1,2025-05-01
35,CUST-00002,SUB-00002,2025-06,recurring,9,73.16,658.44,Growth,USD,billing_v1,2025-06-01
71,CUST-00003,SUB-00003,2025-06,recurring,5,46.02,230.1,Starter,USD,billing_v1,2025-06-01
94,CUST-00004,SUB-00004,2025-06,recurring,9,46.02,414.18,Starter,USD,billing_v1,2025-06-01
130,CUST-00005,SUB-00005,2025-06,recurring,6,39.0,234.0,Starter,USD,billing_v1,2025-06-01
184,CUST-00008,SUB-00008,2025-06,recurring,6,62.0,372.0,Growth,USD,billing_v1,2025-06-01
210,CUST-00009,SUB-00009,2025-06,recurring,11,62.0,682.0,Growth,USD,billing_v1,2025-06-01
242,CUST-00010,SUB-00010,2025-06,recurring,39,121.0,4719.0,Enterprise,USD,billing_v1,2025-06-01
278,CUST-00011,SUB-00011,2025-06,recurring,7,73.16,512.12,Growth,USD,billing_v1,2025-06-01
314,CUST-00012,SUB-00012,2025-06,recurring,11,88.0,968.0,Scale,USD,billing_v1,2025-06-01
360,CUST-00014,SUB-00014,2025-06,recurring,8,62.0,496.0,Growth,USD,billing_v1,2025-06-01
399,CUST-00016,SUB-00016,2025-06,recurring,10,62.0,620.0,Growth,USD,billing_v1,2025-06-01
435,CUST-00017,SUB-00017,2025-06,recurring,7,73.16,512.12,Growth,USD,billing_v1,2025-06-01
475,CUST-00019,SUB-00019,2025-06,recurring,8,46.02,368.16,Starter,USD,billing_v1,2025-06-01
509,CUST-00020,SUB-00020,2025-06,recurring,6,39.0,234.0,Starter,USD,billing_v1,2025-06-01
545,CUST-00021,SUB-00021,2025-06,recurring,26,88.0,2288.0,Scale,USD,billing_v1,2025-06-01
581,CUST-00022,SUB-00022,2025-06,recurring,10,39.0,390.0,Starter,USD,billing_v1,2025-06-01
617,CUST-00023,SUB-00023,2025-06,recurring,7,39.0,273.0,Starter,USD,billing_v1,2025-06-01
653,CUST-00024,SUB-00024,2025-06,recurring,8,46.02,368.16,Starter,USD,billing_v1,2025-06-01
700,CUST-00027,SUB-00027,2025-06,recurring,6,39.0,234.0,Starter,USD,billing_v1,2025-06-01
736,CUST-00028,SUB-00028,2025-06,recurring,7,39.0,273.0,Starter,USD,billing_v1,2025-06-01
772,CUST-00029,SUB-00029,2025-06,recurring,19,88.0,1672.0,Scale,USD,billing_v1,2025-06-01
808,CUST-00030,SUB-00030,2025-06,recurring,14,88.0,1232.0,Scale,USD,billing_v1,2025-06-01
844,CUST-00031,SUB-00031,2025-06,recurring,31,121.0,3751.0,Enterprise,USD,billing_v1,2025-06-01
17079,CUST-00032,SUB-00032,2025-06,credit_memo,0,0.0,-179.25,Starter,USD,billing_v1,2025-08-01
880,CUST-00032,SUB-00032,2025-06,recurring,8,39.0,312.0,Starter,USD,billing_v1,2025-06-01
937,CUST-00035,SUB-00035,2025-06,recurring,20,88.0,1760.0,Scale,USD,billing_v1,2025-06-01
990,CUST-00037,SUB-00037,2025-06,recurring,12,88.0,1056.0,Scale,USD,billing_v1,2025-06-01
1026,CUST-00038,SUB-00038,2025-06,recurring,20,121.0,2420.0,Enterprise,USD,billing_v1,2025-06-01
1062,CUST-00039,SUB-00039,2025-06,recurring,8,46.02,368.16,Starter,USD,billing_v1,2025-06-01
1106,CUST-00041,SUB-00041,2025-06,recurring,10,46.02,460.2,Starter,USD,billing_v1,2025-06-01
1144,CUST-00043,SUB-00043,2025-06,recurring,12,39.0,468.0,Starter,USD,billing_v1,2025-06-01
1197,CUST-00045,SUB-00045,2025-06,recurring,9,46.02,414.18,Starter,USD,billing_v1,2025-06-01
1233,CUST-00046,SUB-00046,2025-06,recurring,16,88.0,1408.0,Scale,USD,billing_v1,2025-06-01
1270,CUST-00048,SUB-00048,2025-06,recurring,8,62.0,496.0,Growth,USD,billing_v1,2025-06-01
1326,CUST-00050,SUB-00050,2025-06,recurring,21,88.0,1848.0,Scale,USD,billing_v1,2025-06-01
1362,CUST-00051,SUB-00051,2025-06,recurring,28,88.0,2464.0,Scale,USD,billing_v1,2025-06-01
1398,CUST-00052,SUB-00052,2025-06,recurring,6,62.0,372.0,Growth,USD,billing_v1,2025-06-01
1434,CUST-00053,SUB-00053,2025-06,recurring,35,121.0,4235.0,Enterprise,USD,billing_v1,2025-06-01
1462,CUST-00055,SUB-00055,2025-06,recurring,8,62.0,496.0,Growth,USD,billing_v1,2025-06-01
1498,CUST-00056,SUB-00056,2025-06,recurring,6,39.0,234.0,Starter,USD,billing_v1,2025-06-01
1528,CUST-00057,SUB-00057,2025-06,recurring,8,62.0,496.0,Growth,USD,billing_v1,2025-06-01
1580,CUST-00059,SUB-00059,2025-06,recurring,17,88.0,1496.0,Scale,USD,billing_v1,2025-06-01
1628,CUST-00061,SUB-00061,2025-06,recurring,9,39.0,351.0,Starter,USD,billing_v1,2025-06-01
1664,CUST-00062,SUB-00062,2025-06,recurring,6,39.0,234.0,Starter,USD,billing_v1,2025-06-01
1700,CUST-00063,SUB-00063,2025-06,recurring,35,121.0,4235.0,Enterprise,USD,billing_v1,2025-06-01
1736,CUST-00064,SUB-00064,2025-06,recurring,7,46.02,322.14,Starter,USD,billing_v1,2025-06-01
1772,CUST-00065,SUB-00065,2025-06,recurring,6,39.0,234.0,Starter,USD,billing_v1,2025-06-01
1827,CUST-00067,SUB-00067,2025-06,recurring,16,88.0,1408.0,Scale,USD,billing_v1,2025-06-01
1867,CUST-00069,SUB-00069,2025-06,recurring,6,62.0,372.0,Growth,USD,billing_v1,2025-06-01
1926,CUST-00072,SUB-00072,2025-06,recurring,8,39.0,312.0,Starter,USD,billing_v1,2025-06-01
1962,CUST-00073,SUB-00073,2025-06,recurring,27,121.0,3267.0,Enterprise,USD,billing_v1,2025-06-01
1998,CUST-00074,SUB-00074,2025-06,recurring,13,88.0,1144.0,Scale,USD,billing_v1,2025-06-01
2052,CUST-00076,SUB-00076,2025-06,recurring,22,88.0,1936.0,Scale,USD,billing_v1,2025-06-01
2088,CUST-00077,SUB-00077,2025-06,recurring,16,121.0,1936.0,Enterprise,USD,billing_v1,2025-06-01
2141,CUST-00079,SUB-00079,2025-06,recurring,7,39.0,273.0,Starter,USD,billing_v1,2025-06-01
2177,CUST-00080,SUB-00080,2025-06,recurring,4,62.0,248.0,Growth,USD,billing_v1,2025-06-01
2213,CUST-00081,SUB-00081,2025-06,recurring,9,62.0,558.0,Growth,USD,billing_v1,2025-06-01
2249,CUST-00082,SUB-00082,2025-06,recurring,11,39.0,429.0,Starter,USD,billing_v1,2025-06-01
2295,CUST-00084,SUB-00084,2025-06,recurring,8,39.0,312.0,Starter,USD,billing_v1,2025-06-01
2331,CUST-00085,SUB-00085,2025-06,recurring,8,62.0,496.0,Growth,USD,billing_v1,2025-06-01
2367,CUST-00086,SUB-00086,2025-06,recurring,11,88.0,968.0,Scale,USD,billing_v1,2025-06-01
2403,CUST-00087,SUB-00087,2025-06,recurring,7,39.0,273.0,Starter,USD,billing_v1,2025-06-01
2427,CUST-00088,SUB-00088,2025-06,recurring,18,88.0,1584.0,Scale,USD,billing_v1,2025-06-01
