CustomerKey,CustomerId,CompanyName,Segment,Channel,ChannelLabel,ChannelGroup,Plan,Country,Industry,SignupMonth,CohortMonth,AcquisitionWindow,IsPreWindow,SegmentImputed,ChannelUnattributed,PlanImputed,IsChurned,ChurnMonth,EntryAcv
294,CUST-00294,Granite Medical Supply Inc,MidMarket,paid_social,Paid Social,Paid,Scale,US,Chemicals,2023-01,2023-09,Pre-window (no CAC),1,0,0,0,0,,10560.0
295,CUST-00295,Falcon Automotive Ltd,SMB,paid_social,Paid Social,Paid,Growth,NL,Medical Devices,2023-07,2023-09,Pre-window (no CAC),1,0,0,0,0,,8928.0
296,CUST-00296,Iron Materials Group,SMB,inbound_content,Inbound / Content,Inbound,Starter,US,Industrial Distribution,2022-06,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-03,3276.0
297,CUST-00297,Dune Beverage Works,SMB,outbound_sdr,Outbound SDR,Outbound,Starter,SE,Apparel,2021-05,2023-09,Pre-window (no CAC),1,0,0,0,0,,3744.0
298,CUST-00298,Copper Components Group,Enterprise,inbound_content,Inbound / Content,Inbound,Enterprise,US,Automotive Parts,2022-06,2023-09,Pre-window (no CAC),1,0,0,0,0,,56628.0
299,CUST-00299,Bright Chemicals LLC,MidMarket,events,Events / Field,Inbound,Scale,DE,3PL,2022-01,2023-09,Pre-window (no CAC),1,0,0,0,0,,12672.0
300,CUST-00300,Quarry Materials LLC,MidMarket,outbound_sdr,Outbound SDR,Outbound,Scale,DE,Retail,2023-03,2023-09,Pre-window (no CAC),1,0,0,0,0,,20064.0
301,CUST-00301,Harbor Distribution Ltd,SMB,paid_search,Paid Search,Paid,Growth,SE,Medical Devices,2021-11,2023-09,Pre-window (no CAC),1,0,0,0,1,2025-06,8184.0
302,CUST-00302,Halcyon Chemicals Group,SMB,paid_search,Paid Search,Paid,Starter,CA,Automotive Parts,2022-07,2023-09,Pre-window (no CAC),1,0,0,0,0,,3276.0
303,CUST-00303,Kestrel Freight Group,SMB,paid_search,Paid Search,Paid,Growth,CA,Automotive Parts,2021-07,2023-09,Pre-window (no CAC),1,0,0,0,1,2026-04,5208.0
304,CUST-00304,Foundry Packaging Ltd,Enterprise,paid_search,Paid Search,Paid,Enterprise,US,Retail,2022-12,2023-09,Pre-window (no CAC),1,0,0,0,0,,37752.0
305,CUST-00305,Dune Logistics Works,SMB,partner,Partner / Reseller,Partner,Starter,AU,Chemicals,2023-01,2023-09,Pre-window (no CAC),1,0,0,0,0,,3744.0
306,CUST-00306,Anchor Packaging Ltd,SMB,outbound_sdr,Outbound SDR,Outbound,Starter,DE,3PL,2022-04,2023-09,Pre-window (no CAC),1,0,0,0,1,2025-12,3744.0
307,CUST-00307,Beacon Medical Supply Holdings,MidMarket,inbound_content,Inbound / Content,Inbound,Scale,NL,Automotive Parts,2022-03,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-02,10560.0
308,CUST-00308,Summit Beverage Ltd,SMB,inbound_content,Inbound / Content,Inbound,Starter,AU,Apparel,2021-12,2023-09,Pre-window (no CAC),1,0,0,0,0,,2340.0
309,CUST-00309,Trident Fulfilment Holdings,MidMarket,inbound_content,Inbound / Content,Inbound,Scale,GB,Medical Devices,2021-12,2023-09,Pre-window (no CAC),1,0,0,0,0,,10560.0
310,CUST-00310,Cedar Paper LLC,MidMarket,partner,Partner / Reseller,Partner,Scale,NL,Apparel,2022-01,2023-09,Pre-window (no CAC),1,0,0,0,0,,17952.0
311,CUST-00311,Northgate Distribution LLC,SMB,paid_social,Paid Social,Paid,Starter,US,Apparel,2022-02,2023-09,Pre-window (no CAC),1,0,0,0,0,,2808.0
312,CUST-00312,Pioneer Logistics LLC,MidMarket,paid_search,Paid Search,Paid,Scale,AU,Retail,2022-07,2023-09,Pre-window (no CAC),1,0,0,0,0,,12672.0
313,CUST-00313,Falcon Hardware Group,SMB,inbound_content,Inbound / Content,Inbound,Starter,US,Industrial Distribution,2023-05,2023-09,Pre-window (no CAC),1,0,0,0,0,,2340.0
314,CUST-00314,Trident Logistics Co,SMB,paid_search,Paid Search,Paid,Starter,SE,Chemicals,2022-02,2023-09,Pre-window (no CAC),1,0,0,0,0,,3276.0
315,CUST-00315,Willow Distribution Co,MidMarket,paid_search,Paid Search,Paid,Scale,AU,Automotive Parts,2022-01,2023-09,Pre-window (no CAC),1,0,0,0,0,,10560.0
316,CUST-00316,Granite Components Works,SMB,paid_search,Paid Search,Paid,Starter,AU,Medical Devices,2022-01,2023-09,Pre-window (no CAC),1,0,0,0,0,,3276.0
317,CUST-00317,Dune Automotive Partners,SMB,paid_search,Paid Search,Paid,Growth,SE,Automotive Parts,2021-06,2023-09,Pre-window (no CAC),1,0,0,0,0,,6696.0
318,CUST-00318,Sterling Materials Holdings,SMB,inbound_content,Inbound / Content,Inbound,Growth,AU,Industrial Distribution,2022-03,2023-09,Pre-window (no CAC),1,0,0,0,1,2026-01,5208.0
319,CUST-00319,Kestrel Hardware Inc,SMB,paid_social,Paid Social,Paid,Growth,US,Retail,2022-01,2023-09,Pre-window (no CAC),1,0,0,0,1,2026-03,5208.0
320,CUST-00320,Anchor Hardware Holdings,SMB,paid_social,Paid Social,Paid,Starter,NL,3PL,2023-05,2023-09,Pre-window (no CAC),1,0,0,0,0,,2340.0
321,CUST-00321,Copper Wholesale Ltd,SMB,partner,Partner / Reseller,Partner,Starter,US,Chemicals,2021-08,2023-09,Pre-window (no CAC),1,0,0,0,0,,1872.0
322,CUST-00322,Dune Materials Partners,SMB,outbound_sdr,Outbound SDR,Outbound,Growth,CA,Food & Beverage,2023-07,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-03,5952.0
323,CUST-00323,Quarry Materials Partners,SMB,events,Events / Field,Inbound,Growth,CA,Chemicals,2023-02,2023-09,Pre-window (no CAC),1,0,0,0,1,2026-07,6696.0
324,CUST-00324,Summit Fulfilment LLC,SMB,inbound_content,Inbound / Content,Inbound,Starter,CA,Retail,2021-09,2023-09,Pre-window (no CAC),1,0,0,0,1,2025-04,1872.0
325,CUST-00325,Pioneer Automotive Ltd,SMB,partner,Partner / Reseller,Partner,Growth,US,Medical Devices,2021-08,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-09,5208.0
326,CUST-00326,Falcon Distribution Co,SMB,paid_social,Paid Social,Paid,Starter,AU,Food & Beverage,2023-07,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-09,3276.0
327,CUST-00327,Lakeshore Packaging LLC,SMB,partner,Partner / Reseller,Partner,Starter,NL,Retail,2022-03,2023-09,Pre-window (no CAC),1,0,0,0,0,,3744.0
328,CUST-00328,Harbor Materials Works,SMB,outbound_sdr,Outbound SDR,Outbound,Starter,NL,Food & Beverage,2021-07,2023-09,Pre-window (no CAC),1,0,0,0,0,,2808.0
329,CUST-00329,Orchard Packaging Holdings,SMB,inbound_content,Inbound / Content,Inbound,Starter,GB,Automotive Parts,2021-08,2023-09,Pre-window (no CAC),1,0,0,0,1,2025-12,3744.0
330,CUST-00330,Falcon Wholesale Ltd,SMB,outbound_sdr,Outbound SDR,Outbound,Growth,US,Automotive Parts,2022-09,2023-09,Pre-window (no CAC),1,0,0,0,1,2025-09,5952.0
331,CUST-00331,Cedar Components LLC,SMB,outbound_sdr,Outbound SDR,Outbound,Starter,US,Medical Devices,2021-08,2023-09,Pre-window (no CAC),1,0,0,0,1,2026-04,3276.0
332,CUST-00332,Bluff Supply Inc,SMB,outbound_sdr,Outbound SDR,Outbound,Starter,DE,Medical Devices,2021-12,2023-09,Pre-window (no CAC),1,0,0,0,1,2025-12,3744.0
333,CUST-00333,Lakeshore Foods Ltd,SMB,inbound_content,Inbound / Content,Inbound,Starter,US,Medical Devices,2023-03,2023-09,Pre-window (no CAC),1,0,0,0,1,2025-02,3744.0
334,CUST-00334,Bright Materials Partners,SMB,inbound_content,Inbound / Content,Inbound,Starter,US,Apparel,2023-01,2023-09,Pre-window (no CAC),1,0,0,0,0,,3276.0
335,CUST-00335,Willow Distribution Holdings,Enterprise,inbound_content,Inbound / Content,Inbound,Enterprise,GB,Automotive Parts,2023-03,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-04,40656.0
336,CUST-00336,Willow Automotive Works,SMB,partner,Partner / Reseller,Partner,Growth,US,Retail,2021-12,2023-09,Pre-window (no CAC),1,0,0,0,1,2025-02,4464.0
337,CUST-00337,Meridian Automotive Partners,SMB,partner,Partner / Reseller,Partner,Starter,GB,Industrial Distribution,2021-08,2023-09,Pre-window (no CAC),1,0,0,0,0,,3744.0
338,CUST-00338,Bluff Chemicals LLC,SMB,outbound_sdr,Outbound SDR,Outbound,Growth,US,Medical Devices,2022-05,2023-09,Pre-window (no CAC),1,0,0,0,0,,6696.0
339,CUST-00339,Sterling Components Works,MidMarket,paid_social,Paid Social,Paid,Scale,DE,Apparel,2022-06,2023-09,Pre-window (no CAC),1,0,0,0,0,,34848.0
340,CUST-00340,Harbor Logistics LLC,SMB,outbound_sdr,Outbound SDR,Outbound,Starter,SE,Retail,2023-03,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-03,3744.0
341,CUST-00341,Willow Wholesale Inc,SMB,partner,Partner / Reseller,Partner,Starter,CA,Medical Devices,2023-06,2023-09,Pre-window (no CAC),1,0,0,0,1,2025-10,3276.0
342,CUST-00342,Meridian Distribution Partners,SMB,inbound_content,Inbound / Content,Inbound,Scale,US,3PL,2022-05,2023-09,Pre-window (no CAC),1,1,0,0,1,2025-05,14784.0
343,CUST-00343,Trident Wholesale LLC,SMB,outbound_sdr,Outbound SDR,Outbound,Starter,US,Industrial Distribution,2021-09,2023-09,Pre-window (no CAC),1,0,0,0,1,2025-05,3744.0
344,CUST-00344,Ridge Automotive LLC,SMB,paid_social,Paid Social,Paid,Starter,DE,Industrial Distribution,2021-09,2023-09,Pre-window (no CAC),1,0,0,0,1,2025-06,2808.0
345,CUST-00345,Ridge Freight Co,SMB,inbound_content,Inbound / Content,Inbound,Growth,CA,Automotive Parts,2021-06,2023-09,Pre-window (no CAC),1,0,0,0,0,,5208.0
346,CUST-00346,Cedar Fulfilment Inc,SMB,paid_search,Paid Search,Paid,Growth,GB,Medical Devices,2022-01,2023-09,Pre-window (no CAC),1,0,0,0,0,,4464.0
347,CUST-00347,Dune Fulfilment Co,MidMarket,events,Events / Field,Inbound,Scale,GB,Industrial Distribution,2021-11,2023-09,Pre-window (no CAC),1,0,0,0,0,,10560.0
348,CUST-00348,Harbor Distribution Inc,SMB,paid_social,Paid Social,Paid,Starter,US,Apparel,2021-08,2023-09,Pre-window (no CAC),1,0,0,0,0,,3744.0
349,CUST-00349,Orchard Industrial Partners,MidMarket,outbound_sdr,Outbound SDR,Outbound,Scale,AU,3PL,2023-04,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-11,10560.0
350,CUST-00350,Harbor Fulfilment Works,SMB,outbound_sdr,Outbound SDR,Outbound,Starter,CA,Industrial Distribution,2022-12,2023-09,Pre-window (no CAC),1,0,0,0,1,2023-10,1872.0
351,CUST-00351,Northgate Medical Supply Works,SMB,outbound_sdr,Outbound SDR,Outbound,Starter,US,3PL,2022-04,2023-09,Pre-window (no CAC),1,0,0,0,0,,2340.0
352,CUST-00352,Willow Wholesale Co,SMB,outbound_sdr,Outbound SDR,Outbound,Growth,DE,Chemicals,2022-02,2023-09,Pre-window (no CAC),1,0,0,0,1,2026-04,4464.0
353,CUST-00353,Summit Distribution LLC,SMB,inbound_content,Inbound / Content,Inbound,Growth,AU,Food & Beverage,2021-03,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-05,5952.0
354,CUST-00354,Prairie Hardware Inc,MidMarket,outbound_sdr,Outbound SDR,Outbound,Scale,NL,3PL,2023-03,2023-09,Pre-window (no CAC),1,0,0,0,0,,15840.0
355,CUST-00355,Beacon Logistics Inc,MidMarket,inbound_content,Inbound / Content,Inbound,Scale,US,Medical Devices,2022-07,2023-09,Pre-window (no CAC),1,0,0,0,0,,19008.0
356,CUST-00356,Sterling Medical Supply Partners,SMB,paid_social,Paid Social,Paid,Growth,US,Apparel,2022-08,2023-09,Pre-window (no CAC),1,0,0,0,1,2025-11,5208.0
357,CUST-00357,Anchor Hardware Holdings,SMB,partner,Partner / Reseller,Partner,Growth,US,3PL,2022-04,2023-09,Pre-window (no CAC),1,0,0,0,0,,4464.0
358,CUST-00358,Summit Paper Group,SMB,paid_search,Paid Search,Paid,Starter,AU,Industrial Distribution,2022-11,2023-09,Pre-window (no CAC),1,0,0,0,0,,3276.0
359,CUST-00359,Summit Medical Supply Partners,MidMarket,paid_search,Paid Search,Paid,Scale,GB,Medical Devices,2022-12,2023-09,Pre-window (no CAC),1,0,0,0,0,,10560.0
360,CUST-00360,Trident Wholesale LLC,SMB,events,Events / Field,Inbound,Starter,CA,Food & Beverage,2022-07,2023-09,Pre-window (no CAC),1,0,0,0,1,2023-10,3744.0
361,CUST-00361,Prairie Industrial Ltd,SMB,events,Events / Field,Inbound,Starter,SE,Food & Beverage,2023-08,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-06,3276.0
362,CUST-00362,Trident Foods Co,SMB,outbound_sdr,Outbound SDR,Outbound,Starter,AU,Retail,2023-01,2023-09,Pre-window (no CAC),1,0,0,0,0,,4212.0
363,CUST-00363,Quarry Freight Ltd,MidMarket,outbound_sdr,Outbound SDR,Outbound,Scale,US,3PL,2023-02,2023-09,Pre-window (no CAC),1,0,0,0,0,,22176.0
364,CUST-00364,Falcon Supply Co,MidMarket,paid_search,Paid Search,Paid,Scale,NL,Automotive Parts,2022-06,2023-09,Pre-window (no CAC),1,0,0,0,0,,13728.0
365,CUST-00365,Lakeshore Medical Supply Works,SMB,paid_search,Paid Search,Paid,Starter,US,Retail,2022-10,2023-09,Pre-window (no CAC),1,0,0,0,0,,4212.0
366,CUST-00366,Quarry Apparel Ltd,SMB,paid_search,Paid Search,Paid,Growth,US,Apparel,2021-05,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-04,7440.0
367,CUST-00367,Quarry Logistics Works,SMB,partner,Partner / Reseller,Partner,Growth,AU,Industrial Distribution,2022-07,2023-09,Pre-window (no CAC),1,0,0,0,1,2025-08,5208.0
368,CUST-00368,Summit Distribution Ltd,SMB,paid_social,Paid Social,Paid,Scale,US,Automotive Parts,2022-03,2023-09,Pre-window (no CAC),1,1,0,0,0,,11616.0
369,CUST-00369,Prairie Chemicals Group,SMB,inbound_content,Inbound / Content,Inbound,Growth,US,3PL,2022-07,2023-09,Pre-window (no CAC),1,0,0,0,1,2025-12,4464.0
370,CUST-00370,Halcyon Chemicals Ltd,MidMarket,paid_search,Paid Search,Paid,Scale,DE,Chemicals,2021-06,2023-09,Pre-window (no CAC),1,0,0,0,0,,28512.0
371,CUST-00371,Northgate Apparel Holdings,SMB,paid_search,Paid Search,Paid,Growth,AU,Food & Beverage,2022-09,2023-09,Pre-window (no CAC),1,0,0,0,0,,4464.0
372,CUST-00372,Iron Medical Supply LLC,SMB,partner,Partner / Reseller,Partner,Starter,US,Apparel,2022-02,2023-09,Pre-window (no CAC),1,0,0,0,1,2025-12,2808.0
373,CUST-00373,Sterling Industrial LLC,MidMarket,events,Events / Field,Inbound,Scale,CA,Automotive Parts,2021-05,2023-09,Pre-window (no CAC),1,0,0,0,0,,12672.0
374,CUST-00374,Trident Beverage Inc,MidMarket,paid_search,Paid Search,Paid,Scale,CA,Food & Beverage,2023-01,2023-09,Pre-window (no CAC),1,0,0,0,0,,16896.0
375,CUST-00375,Falcon Logistics Group,Enterprise,paid_search,Paid Search,Paid,Enterprise,AU,Medical Devices,2022-05,2023-09,Pre-window (no CAC),1,0,0,0,0,,43560.0
376,CUST-00376,Northgate Hardware Partners,SMB,paid_search,Paid Search,Paid,Growth,DE,Industrial Distribution,2022-09,2023-09,Pre-window (no CAC),1,0,0,0,1,2026-02,7440.0
377,CUST-00377,Bluff Distribution Partners,SMB,outbound_sdr,Outbound SDR,Outbound,Growth,US,Chemicals,2022-11,2023-09,Pre-window (no CAC),1,0,0,0,0,,4464.0
378,CUST-00378,Summit Automotive Ltd,SMB,inbound_content,Inbound / Content,Inbound,Starter,NL,Food & Beverage,2023-05,2023-09,Pre-window (no CAC),1,0,0,0,1,2026-07,2340.0
379,CUST-00379,Trident Chemicals Holdings,MidMarket,inbound_content,Inbound / Content,Inbound,Scale,US,Retail,2022-09,2023-09,Pre-window (no CAC),1,0,0,0,0,,10560.0
380,CUST-00380,Anchor Materials Partners,SMB,inbound_content,Inbound / Content,Inbound,Starter,US,Medical Devices,2021-08,2023-09,Pre-window (no CAC),1,0,0,0,1,2023-10,1872.0
381,CUST-00381,Prairie Supply Partners,SMB,outbound_sdr,Outbound SDR,Outbound,Starter,US,Food & Beverage,2023-05,2023-09,Pre-window (no CAC),1,1,0,0,1,2025-03,3276.0
382,CUST-00382,Beacon Foods Co,MidMarket,paid_search,Paid Search,Paid,Scale,AU,Retail,2023-01,2023-09,Pre-window (no CAC),1,0,0,0,0,,20064.0
383,CUST-00383,Orchard Supply Inc,SMB,outbound_sdr,Outbound SDR,Outbound,Starter,CA,Apparel,2022-07,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-12,2808.0
384,CUST-00384,Vantage Apparel Ltd,SMB,inbound_content,Inbound / Content,Inbound,Starter,SE,Chemicals,2021-06,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-11,4212.0
385,CUST-00385,Ember Paper Partners,MidMarket,inbound_content,Inbound / Content,Inbound,Scale,AU,Medical Devices,2023-01,2023-09,Pre-window (no CAC),1,0,0,0,0,,10560.0
386,CUST-00386,Northgate Components Works,SMB,unattributed,Unattributed,Unknown,Starter,US,3PL,2023-04,2023-09,Pre-window (no CAC),1,0,1,0,1,2025-12,4212.0
387,CUST-00387,Harbor Packaging Ltd,SMB,paid_search,Paid Search,Paid,Starter,US,Chemicals,2022-06,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-06,2340.0
388,CUST-00388,Foundry Automotive Partners,SMB,inbound_content,Inbound / Content,Inbound,Starter,US,Retail,2022-02,2023-09,Pre-window (no CAC),1,0,0,0,0,,2808.0
389,CUST-00389,Sterling Medical Supply LLC,MidMarket,inbound_content,Inbound / Content,Inbound,Scale,DE,Apparel,2021-07,2023-09,Pre-window (no CAC),1,0,0,0,0,,14784.0
390,CUST-00390,Falcon Industrial Group,SMB,paid_social,Paid Social,Paid,Starter,US,3PL,2022-09,2023-09,Pre-window (no CAC),1,0,0,0,1,2025-08,3276.0
391,CUST-00391,Ember Logistics Group,SMB,paid_search,Paid Search,Paid,Starter,CA,Medical Devices,2021-11,2023-09,Pre-window (no CAC),1,0,0,0,1,2026-08,3276.0
392,CUST-00392,Trident Freight LLC,Enterprise,partner,Partner / Reseller,Partner,Enterprise,US,Automotive Parts,2022-07,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-07,75504.0
393,CUST-00393,Copper Foods Inc,SMB,paid_search,Paid Search,Paid,Growth,US,Retail,2022-03,2023-09,Pre-window (no CAC),1,0,0,0,0,,7440.0
394,CUST-00394,Kestrel Logistics LLC,SMB,partner,Partner / Reseller,Partner,Growth,US,Automotive Parts,2021-05,2023-09,Pre-window (no CAC),1,0,0,1,1,2024-11,4464.0
395,CUST-00395,Iron Logistics Inc,SMB,paid_search,Paid Search,Paid,Starter,DE,Medical Devices,2021-05,2023-09,Pre-window (no CAC),1,0,0,0,0,,2808.0
396,CUST-00396,Cedar Industrial Holdings,MidMarket,paid_search,Paid Search,Paid,Scale,US,Retail,2023-07,2023-09,Pre-window (no CAC),1,0,0,0,0,,32736.0
397,CUST-00397,Copper Industrial Works,SMB,paid_search,Paid Search,Paid,Growth,US,Medical Devices,2023-02,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-07,4464.0
398,CUST-00398,Vantage Chemicals Inc,SMB,paid_search,Paid Search,Paid,Starter,DE,Medical Devices,2021-04,2023-09,Pre-window (no CAC),1,0,0,0,0,,3744.0
399,CUST-00399,Kestrel Apparel Co,SMB,events,Events / Field,Inbound,Growth,CA,Food & Beverage,2022-12,2023-09,Pre-window (no CAC),1,0,0,0,1,2025-02,5952.0
400,CUST-00400,Orchard Materials Co,SMB,paid_search,Paid Search,Paid,Growth,DE,Chemicals,2022-06,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-11,7440.0
401,CUST-00401,Falcon Chemicals Inc,SMB,paid_search,Paid Search,Paid,Growth,DE,Apparel,2022-09,2023-09,Pre-window (no CAC),1,0,0,0,0,,5208.0
402,CUST-00402,Copper Automotive LLC,SMB,outbound_sdr,Outbound SDR,Outbound,Starter,DE,Industrial Distribution,2022-12,2023-09,Pre-window (no CAC),1,0,0,0,0,,4212.0
403,CUST-00403,Pioneer Automotive Works,SMB,partner,Partner / Reseller,Partner,Growth,US,Automotive Parts,2023-07,2023-09,Pre-window (no CAC),1,0,0,0,1,2025-08,4464.0
404,CUST-00404,Quarry Chemicals Group,SMB,inbound_content,Inbound / Content,Inbound,Growth,US,Industrial Distribution,2021-11,2023-09,Pre-window (no CAC),1,0,0,0,0,,4464.0
405,CUST-00405,Orchard Supply Works,MidMarket,paid_search,Paid Search,Paid,Scale,US,Retail,2022-02,2023-09,Pre-window (no CAC),1,0,0,0,0,,15840.0
406,CUST-00406,Ember Apparel Ltd,SMB,unattributed,Unattributed,Unknown,Starter,NL,Food & Beverage,2021-05,2023-09,Pre-window (no CAC),1,0,1,0,1,2025-11,2340.0
407,CUST-00407,Pioneer Beverage Co,SMB,paid_search,Paid Search,Paid,Starter,NL,Medical Devices,2023-08,2023-09,Pre-window (no CAC),1,0,0,0,0,,4212.0
408,CUST-00408,Northgate Beverage Group,SMB,inbound_content,Inbound / Content,Inbound,Growth,US,Apparel,2021-08,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-05,5208.0
409,CUST-00409,Anchor Fulfilment LLC,MidMarket,paid_search,Paid Search,Paid,Scale,NL,Food & Beverage,2021-12,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-08,10560.0
410,CUST-00410,Summit Beverage Co,SMB,paid_social,Paid Social,Paid,Starter,US,Food & Beverage,2022-08,2023-09,Pre-window (no CAC),1,0,0,0,1,2023-10,2808.0
411,CUST-00411,Orchard Fulfilment Group,SMB,paid_search,Paid Search,Paid,Growth,CA,Medical Devices,2022-07,2023-09,Pre-window (no CAC),1,0,0,0,1,2026-01,5208.0
412,CUST-00412,Lakeshore Industrial Inc,SMB,partner,Partner / Reseller,Partner,Starter,NL,Apparel,2022-02,2023-09,Pre-window (no CAC),1,1,0,0,1,2024-05,2340.0
413,CUST-00413,Ember Medical Supply Ltd,SMB,paid_search,Paid Search,Paid,Starter,SE,Chemicals,2021-12,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-02,3276.0
414,CUST-00414,Bright Packaging Works,MidMarket,paid_search,Paid Search,Paid,Scale,CA,Industrial Distribution,2023-08,2023-09,Pre-window (no CAC),1,0,0,0,0,,12672.0
415,CUST-00415,Vantage Automotive Ltd,SMB,events,Events / Field,Inbound,Growth,US,Food & Beverage,2021-08,2023-09,Pre-window (no CAC),1,0,0,0,0,,5208.0
416,CUST-00416,Willow Packaging Partners,SMB,inbound_content,Inbound / Content,Inbound,Growth,US,Medical Devices,2021-10,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-12,5952.0
417,CUST-00417,Meridian Packaging LLC,SMB,partner,Partner / Reseller,Partner,Growth,US,Retail,2022-02,2023-09,Pre-window (no CAC),1,0,0,0,1,2023-12,4464.0
418,CUST-00418,Ridge Beverage Partners,MidMarket,paid_search,Paid Search,Paid,Scale,US,Food & Beverage,2021-11,2023-09,Pre-window (no CAC),1,0,0,0,1,2025-12,10560.0
419,CUST-00419,Orchard Supply Co,SMB,paid_search,Paid Search,Paid,Starter,CA,Industrial Distribution,2023-04,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-03,3276.0
420,CUST-00420,Bright Medical Supply Works,SMB,paid_search,Paid Search,Paid,Starter,US,Industrial Distribution,2022-01,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-06,3276.0
421,CUST-00421,Bright Apparel LLC,SMB,paid_search,Paid Search,Paid,Growth,NL,Food & Beverage,2023-04,2023-09,Pre-window (no CAC),1,0,0,0,0,,4464.0
422,CUST-00422,Anchor Medical Supply Holdings,SMB,partner,Partner / Reseller,Partner,Starter,CA,Industrial Distribution,2022-10,2023-09,Pre-window (no CAC),1,1,0,0,0,,4212.0
423,CUST-00423,Willow Fulfilment Partners,SMB,paid_search,Paid Search,Paid,Starter,NL,Retail,2023-05,2023-09,Pre-window (no CAC),1,0,0,0,0,,3744.0
424,CUST-00424,Granite Materials Co,SMB,paid_search,Paid Search,Paid,Growth,CA,Chemicals,2023-05,2023-09,Pre-window (no CAC),1,0,0,0,0,,4464.0
425,CUST-00425,Quarry Medical Supply Group,Enterprise,inbound_content,Inbound / Content,Inbound,Enterprise,US,3PL,2023-07,2023-09,Pre-window (no CAC),1,0,0,0,0,,68244.0
426,CUST-00426,Orchard Packaging LLC,SMB,events,Events / Field,Inbound,Growth,US,Automotive Parts,2023-08,2023-09,Pre-window (no CAC),1,0,0,0,1,2026-08,6696.0
427,CUST-00427,Willow Packaging Holdings,MidMarket,paid_social,Paid Social,Paid,Scale,US,Retail,2023-04,2023-09,Pre-window (no CAC),1,0,0,0,0,,10560.0
428,CUST-00428,Ridge Apparel Holdings,SMB,inbound_content,Inbound / Content,Inbound,Starter,AU,3PL,2023-06,2023-09,Pre-window (no CAC),1,0,0,0,1,2026-06,3276.0
429,CUST-00429,Bluff Foods Inc,SMB,inbound_content,Inbound / Content,Inbound,Starter,GB,Retail,2023-05,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-11,1872.0
430,CUST-00430,Anchor Foods Inc,MidMarket,events,Events / Field,Inbound,Scale,AU,Chemicals,2022-02,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-07,11616.0
431,CUST-00431,Falcon Components Ltd,SMB,inbound_content,Inbound / Content,Inbound,Growth,CA,Industrial Distribution,2022-04,2023-09,Pre-window (no CAC),1,0,0,0,1,2026-01,4464.0
432,CUST-00432,Sterling Hardware Ltd,SMB,inbound_content,Inbound / Content,Inbound,Growth,GB,Automotive Parts,2023-06,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-09,5952.0
433,CUST-00433,Ridge Beverage LLC,SMB,paid_social,Paid Social,Paid,Growth,US,Retail,2022-08,2023-09,Pre-window (no CAC),1,0,0,0,1,2025-03,5952.0
434,CUST-00434,Granite Components Works,MidMarket,outbound_sdr,Outbound SDR,Outbound,Scale,AU,Food & Beverage,2021-04,2023-09,Pre-window (no CAC),1,0,0,0,0,,17952.0
435,CUST-00435,Kestrel Fulfilment Partners,SMB,outbound_sdr,Outbound SDR,Outbound,Starter,US,Retail,2021-12,2023-09,Pre-window (no CAC),1,0,0,0,1,2025-04,2808.0
436,CUST-00436,Ember Wholesale LLC,SMB,paid_search,Paid Search,Paid,Growth,NL,Retail,2021-09,2023-09,Pre-window (no CAC),1,0,0,0,1,2026-05,4464.0
437,CUST-00437,Sterling Freight LLC,MidMarket,partner,Partner / Reseller,Partner,Enterprise,US,Apparel,2022-07,2023-09,Pre-window (no CAC),1,1,0,0,0,,39204.0
438,CUST-00438,Northgate Automotive Inc,SMB,paid_search,Paid Search,Paid,Starter,CA,Apparel,2021-06,2023-09,Pre-window (no CAC),1,0,0,0,0,,1872.0
439,CUST-00439,Trident Foods LLC,SMB,outbound_sdr,Outbound SDR,Outbound,Starter,US,Medical Devices,2022-06,2023-09,Pre-window (no CAC),1,0,0,0,0,,2808.0
440,CUST-00440,Lakeshore Hardware Holdings,SMB,partner,Partner / Reseller,Partner,Starter,US,Industrial Distribution,2021-09,2023-09,Pre-window (no CAC),1,1,0,0,1,2023-12,3276.0
