policy,origin,method,horizon,actual,pred,err,ape
rolling_24,2025-06,driver_nrr,2,611621.18,624688.0439370956,13066.863937095506,0.02136430909259144
rolling_24,2025-06,driver_nrr,3,666924.5,647699.071208765,-19225.42879123497,0.028826994346788832
rolling_24,2025-06,driver_nrr,4,686898.22,670707.8156511799,-16190.404348820099,0.0235703105313333
rolling_24,2025-06,driver_nrr,5,701693.54,693714.2774908101,-7979.262509189895,0.011371435041556596
rolling_24,2025-06,driver_nrr,6,741832.2,716718.4569541035,-25113.743045896408,0.03385367074372939
rolling_24,2025-07,naive,1,611621.18,590750.04,-20871.140000000014,0.0341242924255828
rolling_24,2025-07,naive,2,666924.5,590750.04,-76174.45999999996,0.1142175163755417
rolling_24,2025-07,naive,3,686898.22,590750.04,-96148.17999999993,0.13997442008220656
rolling_24,2025-07,naive,4,701693.54,590750.04,-110943.5,0.15810819635021864
rolling_24,2025-07,naive,5,741832.2,590750.04,-151082.15999999992,0.20366082787994363
rolling_24,2025-07,naive,6,790963.62,590750.04,-200213.57999999996,0.25312615515742676
rolling_24,2025-07,drift,1,611621.18,603217.6327272728,-8403.547272727243,0.013739791144458474
rolling_24,2025-07,drift,2,666924.5,615685.2254545455,-51239.27454545454,0.07682919812580664
rolling_24,2025-07,drift,3,686898.22,628152.8181818182,-58745.40181818174,0.08552271662340563
rolling_24,2025-07,drift,4,701693.54,640620.410909091,-61073.12909090903,0.0870367555199511
rolling_24,2025-07,drift,5,741832.2,653088.0036363637,-88744.19636363629,0.11962839623790433
rolling_24,2025-07,drift,6,790963.62,665555.5963636364,-125408.02363636356,0.1585509376984539
rolling_24,2025-07,log_linear,1,611621.18,575245.26749929,-36375.912500709994,0.05947457951130795
rolling_24,2025-07,log_linear,2,666924.5,591448.2593008335,-75476.24069916655,0.11317059232216922
rolling_24,2025-07,log_linear,3,686898.22,608107.6424160535,-78790.57758394652,0.11470487954379402
rolling_24,2025-07,log_linear,4,701693.54,625236.2720653801,-76457.26793461991,0.10896105432952954
rolling_24,2025-07,log_linear,5,741832.2,642847.3655635369,-98984.83443646308,0.13343291708888222
rolling_24,2025-07,log_linear,6,790963.62,660954.5125186953,-130009.10748130467,0.1643679989748513
rolling_24,2025-07,holt,1,611621.18,612961.4026247564,1340.2226247563958,0.0021912626125151448
rolling_24,2025-07,holt,2,666924.5,633855.4659775993,-33069.03402240074,0.04958437427684954
rolling_24,2025-07,holt,3,686898.22,654749.5293304421,-32148.690669557895,0.046802699051335286
rolling_24,2025-07,holt,4,701693.54,675643.5926832848,-26049.94731671526,0.03712439381544721
rolling_24,2025-07,holt,5,741832.2,696537.6560361276,-45294.54396387236,0.06105766770958765
rolling_24,2025-07,holt,6,790963.62,717431.7193889704,-73531.90061102959,0.09296495913557894
rolling_24,2025-07,driver_nrr,1,611621.18,613018.6282229983,1397.4482229982968,0.002284826406760957
rolling_24,2025-07,driver_nrr,2,666924.5,635219.8203081291,-31704.67969187093,0.047538633971118065
rolling_24,2025-07,driver_nrr,3,686898.22,657353.8202305771,-29544.39976942283,0.04301132090489743
rolling_24,2025-07,driver_nrr,4,701693.54,679420.8313481942,-22272.70865180588,0.03174136197948449
rolling_24,2025-07,driver_nrr,5,741832.2,701421.0564033668,-40411.143596633105,0.05447477690592712
rolling_24,2025-07,driver_nrr,6,790963.62,723354.6975248798,-67608.92247512017,0.08547665248512969
rolling_24,2025-08,naive,1,666924.5,611621.18,-55303.31999999995,0.08292290956472577
rolling_24,2025-08,naive,2,686898.22,611621.18,-75277.03999999992,0.10958980211071143
rolling_24,2025-08,naive,3,701693.54,611621.18,-90072.35999999999,0.1283642428858615
rolling_24,2025-08,naive,4,741832.2,611621.18,-130211.0199999999,0.17552624434474523
rolling_24,2025-08,naive,5,790963.62,611621.18,-179342.43999999994,0.22673917670195748
rolling_24,2025-08,naive,6,841882.84,611621.18,-230261.65999999992,0.2735079622242923
rolling_24,2025-08,drift,1,666924.5,624454.1443478261,-42470.355652173865,0.06368090488829525
rolling_24,2025-08,drift,2,686898.22,637287.1086956522,-49611.11130434775,0.07222483602351998
rolling_24,2025-08,drift,3,701693.54,650120.0730434783,-51573.466956521734,0.07349856314271004
rolling_24,2025-08,drift,4,741832.2,662953.0373913044,-78879.16260869557,0.10633019516906327
rolling_24,2025-08,drift,5,790963.62,675786.0017391305,-115177.61826086952,0.14561683413564525
rolling_24,2025-08,drift,6,841882.84,688618.9660869566,-153263.8739130434,0.18204893440166023
rolling_24,2025-08,log_linear,1,666924.5,597523.5155107662,-69400.98448923382,0.10406123105274108
rolling_24,2025-08,log_linear,2,686898.22,614730.8375070185,-72167.3824929815,0.10506270127324177
rolling_24,2025-08,log_linear,3,701693.54,632433.6913486236,-69259.84865137644,0.0987038424942268
rolling_24,2025-08,log_linear,4,741832.2,650646.3472288057,-91185.8527711943,0.12291978262900197
rolling_24,2025-08,log_linear,5,790963.62,669383.4862899887,-121580.13371001126,0.1537114105323975
rolling_24,2025-08,log_linear,6,841882.84,688660.2124581963,-153222.62754180364,0.18199994139541276
rolling_24,2025-08,holt,1,666924.5,632227.0954885201,-34697.404511479894,0.0520259857172437
rolling_24,2025-08,holt,2,686898.22,652698.9887145646,-34199.23128543538,0.0497879165932842
rolling_24,2025-08,holt,3,701693.54,673170.8819406092,-28522.658059390844,0.04064831216686254
rolling_24,2025-08,holt,4,741832.2,693642.7751666537,-48189.424833346275,0.06496000690364516
rolling_24,2025-08,holt,5,790963.62,714114.6683926982,-76848.95160730183,0.09715864252682295
rolling_24,2025-08,holt,6,841882.84,734586.5616187428,-107296.2783812572,0.1274479930975398
rolling_24,2025-08,driver_nrr,1,666924.5,633339.243526773,-33585.256473227055,0.050358408595316345
rolling_24,2025-08,driver_nrr,2,686898.22,655064.8253834238,-31833.394616576144,0.046343684827973707
rolling_24,2025-08,driver_nrr,3,701693.54,676797.928172638,-24895.61182736198,0.035479323106440426
rolling_24,2025-08,driver_nrr,4,741832.2,698538.5544980019,-43293.64550199802,0.058360429086251615
rolling_24,2025-08,driver_nrr,5,790963.62,720286.706964003,-70676.91303599696,0.08935545358710298
rolling_24,2025-08,driver_nrr,6,841882.84,742042.3881760305,-99840.45182396949,0.1185918599124428
rolling_24,2025-09,naive,1,686898.22,666924.5,-19973.719999999972,0.029078136204807713
rolling_24,2025-09,naive,2,701693.54,666924.5,-34769.04000000004,0.0495501782729823
rolling_24,2025-09,naive,3,741832.2,666924.5,-74907.69999999995,0.10097660899594268
rolling_24,2025-09,naive,4,790963.62,666924.5,-124039.12,0.15682025931862706
rolling_24,2025-09,naive,5,841882.84,666924.5,-174958.33999999997,0.20781791917744752
rolling_24,2025-09,naive,6,859142.06,666924.5,-192217.56000000006,0.2237319867682884
rolling_24,2025-09,drift,1,686898.22,682070.2608695652,-4827.959130434785,0.007028638290014473
rolling_24,2025-09,drift,2,701693.54,697216.0217391305,-4477.518260869547,0.006381016790990475
rolling_24,2025-09,drift,3,741832.2,712361.7826086957,-29470.417391304276,0.03972652763159146
rolling_24,2025-09,drift,4,790963.62,727507.5434782609,-63456.07652173913,0.08022628970184385
rolling_24,2025-09,drift,5,841882.84,742653.304347826,-99229.53565217392,0.11786620529309508
rolling_24,2025-09,drift,6,859142.06,757799.0652173914,-101342.9947826087,0.11795836742366995
rolling_24,2025-09,log_linear,1,686898.22,628799.3856416245,-58098.83435837552,0.08458143094092677
rolling_24,2025-09,log_linear,2,701693.54,647941.0514360054,-53752.488563994644,0.07660393818645479
rolling_24,2025-09,log_linear,3,741832.2,667665.4203591592,-74166.77964084072,0.09997783816992672
rolling_24,2025-09,log_linear,4,790963.62,687990.2308325968,-102973.38916740322,0.1301872634387448
rolling_24,2025-09,log_linear,5,841882.84,708933.7612639421,-132949.07873605785,0.15791874168151218
rolling_24,2025-09,log_linear,6,859142.06,730514.8464849796,-128627.21351502044,0.14971588460588278
rolling_24,2025-09,holt,1,686898.22,683282.354670848,-3615.865329151973,0.00526404818628293
rolling_24,2025-09,holt,2,701693.54,713377.1312267169,11683.591226716875,0.016650561193305092
rolling_24,2025-09,holt,3,741832.2,743471.9077825857,1639.707782585756,0.0022103486241036125
rolling_24,2025-09,holt,4,790963.62,773566.6843384546,-17396.935661545373,0.021994609134545748
rolling_24,2025-09,holt,5,841882.84,803661.4608943235,-38221.37910567643,0.0453998790445431
rolling_24,2025-09,holt,6,859142.06,833756.2374501924,-25385.822549807606,0.029547875411672437
rolling_24,2025-09,driver_nrr,1,686898.22,694583.9688411584,7685.748841158464,0.011189065013385046
rolling_24,2025-09,driver_nrr,2,701693.54,722268.0092394442,20574.469239444123,0.02932116097213054
rolling_24,2025-09,driver_nrr,3,741832.2,749976.643023238,8144.443023238098,0.010978821117818961
rolling_24,2025-09,driver_nrr,4,790963.62,777709.8920403124,-13253.727959687589,0.01675643180616523
rolling_24,2025-09,driver_nrr,5,841882.84,805467.7781578483,-36415.061842151685,0.04325431059047561
rolling_24,2025-09,driver_nrr,6,859142.06,833250.3232624525,-25891.73673754756,0.030136735172233982
rolling_24,2025-10,naive,1,701693.54,686898.22,-14795.320000000065,0.021085159199271043
rolling_24,2025-10,naive,2,741832.2,686898.22,-54933.97999999998,0.07405175995326164
rolling_24,2025-10,naive,3,790963.62,686898.22,-104065.40000000002,0.131567871604512
rolling_24,2025-10,naive,4,841882.84,686898.22,-154984.62,0.18409286023694224
rolling_24,2025-10,naive,5,859142.06,686898.22,-172243.84000000008,0.20048353819390483
rolling_24,2025-10,naive,6,889938.42,686898.22,-203040.20000000007,0.22815084216725923
rolling_24,2025-10,drift,1,701693.54,702544.4034782609,850.8634782608133,0.0012125855943619108
rolling_24,2025-10,drift,2,741832.2,718190.5869565217,-23641.613043478224,0.03186921927017758
rolling_24,2025-10,drift,3,790963.62,733836.7704347826,-57126.84956521739,0.07222437052821391
rolling_24,2025-10,drift,4,841882.84,749482.9539130435,-92399.88608695648,0.10975385373926434
rolling_24,2025-10,drift,5,859142.06,765129.1373913044,-94012.92260869569,0.10942651627217004
rolling_24,2025-10,drift,6,889938.42,780775.3208695652,-109163.0991304348,0.12266365478460273
rolling_24,2025-10,log_linear,1,701693.54,660021.1464799375,-41672.39352006256,0.05938831005920698
rolling_24,2025-10,log_linear,2,741832.2,681008.6283564472,-60823.57164355274,0.08199101042466578
rolling_24,2025-10,log_linear,3,790963.62,702663.4742982829,-88300.14570171712,0.11163616564528861
rolling_24,2025-10,log_linear,4,841882.84,725006.9052788973,-116875.9347211027,0.13882684046761506
rolling_24,2025-10,log_linear,5,859142.06,748060.8170604146,-111081.24293958547,0.1292932194933926
rolling_24,2025-10,log_linear,6,889938.42,771847.8016507025,-118090.61834929755,0.13269526935279133
rolling_24,2025-10,holt,1,701693.54,717340.0542457711,15646.514245771104,0.022298216178206664
rolling_24,2025-10,holt,2,741832.2,748385.3109729751,6553.110972975148,0.008833683645675057
rolling_24,2025-10,holt,3,790963.62,779430.5677001791,-11533.052299820934,0.014581014863643077
rolling_24,2025-10,holt,4,841882.84,810475.824427383,-31407.015572616947,0.0373056844496521
rolling_24,2025-10,holt,5,859142.06,841521.081154587,-17620.978845413076,0.020509971127956505
rolling_24,2025-10,holt,6,889938.42,872566.337881791,-17372.082118208986,0.019520544037427878
rolling_24,2025-10,driver_nrr,1,701693.54,715912.8354446186,14219.295444618561,0.02026425303077261
rolling_24,2025-10,driver_nrr,2,741832.2,744978.6436667215,3146.4436667215778,0.004241449301771449
rolling_24,2025-10,driver_nrr,3,790963.62,774095.7349897692,-16867.88501023082,0.021325740632964663
rolling_24,2025-10,driver_nrr,4,841882.84,803264.1998965866,-38618.640103413374,0.04587175111374568
rolling_24,2025-10,driver_nrr,5,859142.06,832484.1290296449,-26657.93097035517,0.03102854837575426
rolling_24,2025-10,driver_nrr,6,889938.42,861755.6131913428,-28182.806808657246,0.03166826622527123
rolling_24,2025-11,naive,1,741832.2,701693.54,-40138.659999999916,0.05410746527314387
rolling_24,2025-11,naive,2,790963.62,701693.54,-89270.07999999996,0.11286243481084497
rolling_24,2025-11,naive,3,841882.84,701693.54,-140189.29999999993,0.1665187759379915
rolling_24,2025-11,naive,4,859142.06,701693.54,-157448.52000000002,0.18326249793893226
rolling_24,2025-11,naive,5,889938.42,701693.54,-188244.88,0.21152573680322734
rolling_24,2025-11,naive,6,925608.14,701693.54,-223914.59999999998,0.241910793913286
rolling_24,2025-11,drift,1,741832.2,717914.1721739131,-23918.02782608685,0.032241830195678826
rolling_24,2025-11,drift,2,790963.62,734134.8043478262,-56828.81565217383,0.07184757201876596
rolling_24,2025-11,drift,3,841882.84,750355.4365217392,-91527.40347826073,0.10871750691374199
rolling_24,2025-11,drift,4,859142.06,766576.0686956522,-92565.99130434787,0.1077423578870622
rolling_24,2025-11,drift,5,889938.42,782796.7008695652,-107141.7191304348,0.12039228414302508
rolling_24,2025-11,drift,6,925608.14,799017.3330434783,-126590.8069565217,0.1367650104681682
rolling_24,2025-11,log_linear,1,741832.2,691181.1356445425,-50651.064355457434,0.06827833080777221
rolling_24,2025-11,log_linear,2,790963.62,713976.9475907701,-76986.67240922991,0.09733276027186928
rolling_24,2025-11,log_linear,3,841882.84,737524.5871195057,-104358.25288049423,0.12395816605609188
rolling_24,2025-11,log_linear,4,859142.06,761848.8502202592,-97293.2097797409,0.11324461263104833
rolling_24,2025-11,log_linear,5,889938.42,786975.3506778774,-102963.06932212261,0.11569684711681805
rolling_24,2025-11,log_linear,6,925608.14,812930.5470442252,-112677.59295577486,0.12173358042829535
rolling_24,2025-11,holt,1,741832.2,736071.3747331413,-5760.825266858679,0.007765671626088325
rolling_24,2025-11,holt,2,790963.62,762995.5333957564,-27968.08660424361,0.03535951072470768
rolling_24,2025-11,holt,3,841882.84,789919.6920583716,-51963.147941628355,0.06172254080107911
rolling_24,2025-11,holt,4,859142.06,816843.8507209867,-42298.20927901333,0.04923307942694987
rolling_24,2025-11,holt,5,889938.42,843768.0093836018,-46170.41061639821,0.05188045552230255
rolling_24,2025-11,holt,6,925608.14,870692.168046217,-54915.97195378307,0.05932961215507792
rolling_24,2025-11,driver_nrr,1,741832.2,725024.0440118763,-16808.155988123617,0.022657625252885515
rolling_24,2025-11,driver_nrr,2,790963.62,748398.4698894132,-42565.15011058678,0.05381429566961219
rolling_24,2025-11,driver_nrr,3,841882.84,771816.9003196491,-70065.93968035083,0.08322528545700116
rolling_24,2025-11,driver_nrr,4,859142.06,795279.4181452887,-63862.64185471134,0.07433304086487319
rolling_24,2025-11,driver_nrr,5,889938.42,818786.1063649958,-71152.31363500422,0.07995195177100481
rolling_24,2025-11,driver_nrr,6,925608.14,842337.0481336869,-83271.09186631313,0.08996365553387757
rolling_24,2025-12,naive,1,790963.62,741832.2,-49131.42000000004,0.06211590363663002
rolling_24,2025-12,naive,2,841882.84,741832.2,-100050.64000000001,0.11884152431471345
rolling_24,2025-12,naive,3,859142.06,741832.2,-117309.8600000001,0.13654302991521577
rolling_24,2025-12,naive,4,889938.42,741832.2,-148106.2200000001,0.16642299812160047
rolling_24,2025-12,naive,5,925608.14,741832.2,-183775.94000000006,0.19854615798862796
rolling_24,2025-12,naive,6,968801.82,741832.2,-226969.62,0.23427868870023386
rolling_24,2025-12,drift,1,790963.62,759302.8173913043,-31660.802608695696,0.04002814011685606
rolling_24,2025-12,drift,2,841882.84,776773.4347826086,-65109.40521739132,0.07733784574750487
rolling_24,2025-12,drift,3,859142.06,794244.052173913,-64898.007826087065,0.07553815701455363
rolling_24,2025-12,drift,4,889938.42,811714.6695652173,-78223.7504347827,0.08789793616819319
rolling_24,2025-12,drift,5,925608.14,829185.2869565217,-96422.85304347833,0.10417243418308565
rolling_24,2025-12,drift,6,968801.82,846655.904347826,-122145.91565217392,0.12607936229122063
rolling_24,2025-12,log_linear,1,790963.62,724846.4198856723,-66117.20011432772,0.08359069676849071
rolling_24,2025-12,log_linear,2,841882.84,749569.5422078379,-92313.29779216205,0.10965100297348031
rolling_24,2025-12,log_linear,3,859142.06,775135.9228542347,-84006.13714576536,0.09777909970530992
rolling_24,2025-12,log_linear,4,889938.42,801574.323750322,-88364.09624967806,0.09929237154372778
rolling_24,2025-12,log_linear,5,925608.14,828914.4878357197,-96693.6521642803,0.10446499764390609
rolling_24,2025-12,log_linear,6,968801.82,857187.1725247193,-111614.64747528068,0.11520895726153847
rolling_24,2025-12,holt,1,790963.62,768148.2005323016,-22815.419467698433,0.028845093365606922
rolling_24,2025-12,holt,2,841882.84,796996.1157028532,-44886.72429714678,0.05331706760663607
rolling_24,2025-12,holt,3,859142.06,825844.0308734047,-33298.02912659536,0.03875730298502131
rolling_24,2025-12,holt,4,889938.42,854691.9460439563,-35246.473956043716,0.039605520071876114
rolling_24,2025-12,holt,5,925608.14,883539.8612145078,-42068.27878549218,0.04544933970167135
rolling_24,2025-12,holt,6,968801.82,912387.7763850593,-56414.0436149406,0.05823073661746486
rolling_24,2025-12,driver_nrr,1,790963.62,768470.9879567315,-22492.63204326853,0.028436999470681765
rolling_24,2025-12,driver_nrr,2,841882.84,795179.1333910176,-46703.70660898241,0.0554753041515639
rolling_24,2025-12,driver_nrr,3,859142.06,821956.8168838854,-37185.24311611464,0.04328183294403563
rolling_24,2025-12,driver_nrr,4,889938.42,848804.219486528,-41134.20051347208,0.04622140092959699
rolling_24,2025-12,driver_nrr,5,925608.14,875721.522721528,-49886.617278472055,0.053896044257424155
rolling_24,2025-12,driver_nrr,6,968801.82,902708.9085840853,-66092.91141591466,0.0682212915495087
rolling_24,2026-01,naive,1,841882.84,790963.62,-50919.21999999997,0.060482548854422516
rolling_24,2026-01,naive,2,859142.06,790963.62,-68178.44000000006,0.07935642214978982
rolling_24,2026-01,naive,3,889938.42,790963.62,-98974.80000000005,0.11121533555096996
rolling_24,2026-01,naive,4,925608.14,790963.62,-134644.52000000002,0.14546600681363933
rolling_24,2026-01,naive,5,968801.82,790963.62,-177838.19999999995,0.18356509693592438
rolling_24,2026-01,naive,6,997181.74,790963.62,-206218.12,0.20680093881382144
rolling_24,2026-01,drift,1,841882.84,810252.5165217391,-31630.323478260892,0.03757093264694752
rolling_24,2026-01,drift,2,859142.06,829541.4130434783,-29600.646956521785,0.03445372812561613
rolling_24,2026-01,drift,3,889938.42,848830.3095652174,-41108.11043478269,0.046192084205986625
rolling_24,2026-01,drift,4,925608.14,868119.2060869565,-57488.93391304347,0.062109365106753994
rolling_24,2026-01,drift,5,968801.82,887408.1026086956,-81393.71739130432,0.08401482708951179
rolling_24,2026-01,drift,6,997181.74,906696.9991304348,-90484.74086956517,0.09074047110967472
rolling_24,2026-01,log_linear,1,841882.84,763997.9178456287,-77884.92215437128,0.09251278022767548
rolling_24,2026-01,log_linear,2,859142.06,791158.6442487448,-67983.41575125523,0.07912942331243245
rolling_24,2026-01,log_linear,3,889938.42,819284.9558210262,-70653.46417897381,0.0793914079796373
rolling_24,2026-01,log_linear,4,925608.14,848411.1798740872,-77196.9601259128,0.0834013410101523
rolling_24,2026-01,log_linear,5,968801.82,878572.864082448,-90228.955917552,0.09313458547956899
rolling_24,2026-01,log_linear,6,997181.74,909806.8198683943,-87374.9201316057,0.08762186131848514
rolling_24,2026-01,holt,1,841882.84,817919.4098656039,-23963.43013439607,0.02846409143390554
rolling_24,2026-01,holt,2,859142.06,854287.7711957325,-4854.288804267533,0.0056501584898166115
rolling_24,2026-01,holt,3,889938.42,890656.132525861,717.7125258609885,0.0008064743691602712
rolling_24,2026-01,holt,4,925608.14,927024.4938559897,1416.3538559896406,0.0015301873382289406
rolling_24,2026-01,holt,5,968801.82,963392.8551861183,-5408.96481388167,0.005583148898173695
rolling_24,2026-01,holt,6,997181.74,999761.2165162468,2579.4765162467957,0.0025867666973592956
rolling_24,2026-01,driver_nrr,1,841882.84,824370.0860971528,-17512.75390284718,0.020801889610729186
rolling_24,2026-01,driver_nrr,2,859142.06,857989.3877550333,-1152.6722449667286,0.0013416550051882322
rolling_24,2026-01,driver_nrr,3,889938.42,891822.8809678907,1884.4609678906854,0.002117518387273004
rolling_24,2026-01,driver_nrr,4,925608.14,925871.9303691337,263.7903691336978,0.00028499141022430706
rolling_24,2026-01,driver_nrr,5,968801.82,960137.9092863718,-8663.910713628167,0.008942913333532101
rolling_24,2026-01,driver_nrr,6,997181.74,994622.1997968063,-2559.5402031936683,0.0025667740397990724
rolling_24,2026-02,naive,1,859142.06,841882.84,-17259.22000000009,0.020088901246436575
rolling_24,2026-02,naive,2,889938.42,841882.84,-48055.580000000075,0.05399876993736271
rolling_24,2026-02,naive,3,925608.14,841882.84,-83725.30000000005,0.09045436873534847
rolling_24,2026-02,naive,4,968801.82,841882.84,-126918.97999999998,0.1310061329158114
rolling_24,2026-02,naive,5,997181.74,841882.84,-155298.90000000002,0.15573780963939435
rolling_24,2026-02,naive,6,1031192.8,841882.84,-189309.96000000008,0.18358347730899602
rolling_24,2026-02,drift,1,859142.06,862557.1373913044,3415.0773913043085,0.003974985686656184
rolling_24,2026-02,drift,2,889938.42,883231.4347826086,-6706.985217391397,0.007536459901788931
rolling_24,2026-02,drift,3,925608.14,903905.732173913,-21702.407826086972,0.023446647547942883
rolling_24,2026-02,drift,4,968801.82,924580.0295652173,-44221.790434782626,0.045645858133072696
rolling_24,2026-02,drift,5,997181.74,945254.3269565217,-51927.41304347827,0.052074171598326974
rolling_24,2026-02,drift,6,1031192.8,965928.624347826,-65264.175652174046,0.06328998384412114
rolling_24,2026-02,log_linear,1,859142.06,807865.5220561126,-51276.53794388741,0.05968342178927592
rolling_24,2026-02,log_linear,2,889938.42,837854.2646854492,-52084.15531455085,0.058525572268866476
rolling_24,2026-02,log_linear,3,925608.14,868956.2181895359,-56651.92181046412,0.06120508167793783
rolling_24,2026-02,log_linear,4,968801.82,901212.7060232098,-67589.1139767901,0.06976567609750166
rolling_24,2026-02,log_linear,5,997181.74,934666.5856075641,-62515.154392435914,0.06269183628697003
rolling_24,2026-02,log_linear,6,1031192.8,969362.3052722524,-61830.49472774763,0.05996016916307758
rolling_24,2026-02,holt,1,859142.06,881517.5105977672,22375.450597767136,0.026043947374392466
rolling_24,2026-02,holt,2,889938.42,921152.1811955344,31213.761195534375,0.03507406860301005
rolling_24,2026-02,holt,3,925608.14,960786.8517933016,35178.71179330163,0.03800605274852231
rolling_24,2026-02,holt,4,968801.82,1000421.522391069,31619.702391069033,0.03263794693435757
rolling_24,2026-02,holt,5,997181.74,1040056.1929888362,42874.452988836216,0.04299562584131977
rolling_24,2026-02,holt,6,1031192.8,1079690.8635866034,48498.063586603384,0.04703103395078339
rolling_24,2026-02,driver_nrr,1,859142.06,880546.0568323219,21403.996832321864,0.024913221955775115
rolling_24,2026-02,driver_nrr,2,889938.42,919376.9929727571,29438.572972757043,0.033079337076780034
rolling_24,2026-02,driver_nrr,3,925608.14,958376.3759801746,32768.23598017462,0.03540184508335743
rolling_24,2026-02,driver_nrr,4,968801.82,997544.9365695616,28743.11656956165,0.029668726850205187
rolling_24,2026-02,driver_nrr,5,997181.74,1036883.4086257138,39701.66862571379,0.039813874475593376
rolling_24,2026-02,driver_nrr,6,1031192.8,1076392.5292169868,45199.7292169868,0.043832471693932305
rolling_24,2026-03,naive,1,889938.42,859142.06,-30796.359999999986,0.03460504604352286
rolling_24,2026-03,naive,2,925608.14,859142.06,-66466.07999999996,0.07180801154147148
rolling_24,2026-03,naive,3,968801.82,859142.06,-109659.7599999999,0.11319111683749716
rolling_24,2026-03,naive,4,997181.74,859142.06,-138039.67999999993,0.13842981119971162
rolling_24,2026-03,naive,5,1031192.8,859142.06,-172050.74,0.16684633562220372
rolling_24,2026-03,drift,1,889938.42,880074.1060869566,-9864.313913043472,0.01108426571025383
rolling_24,2026-03,drift,2,925608.14,901006.1521739131,-24601.98782608693,0.02657926909122356
rolling_24,2026-03,drift,3,968801.82,921938.1982608696,-46863.62173913035,0.048372763935487194
rolling_24,2026-03,drift,4,997181.74,942870.2443478261,-54311.49565217388,0.05446499216098149
rolling_24,2026-03,drift,5,1031192.8,963802.2904347826,-67390.50956521742,0.06535199776920225
rolling_24,2026-03,log_linear,1,889938.42,853218.7700589603,-36719.64994103974,0.041260888524219164
rolling_24,2026-03,log_linear,2,925608.14,886244.8343302578,-39363.30566974217,0.042526965752205
rolling_24,2026-03,log_linear,3,968801.82,920549.2588059085,-48252.56119409145,0.04980643119982109
rolling_24,2026-03,log_linear,4,997181.74,956181.5257614496,-41000.2142385504,0.041116090070552634
rolling_24,2026-03,log_linear,5,1031192.8,993193.0328133196,-37999.76718668046,0.036850303053590425
rolling_24,2026-03,holt,1,889938.42,905481.8184588758,15543.398458875716,0.017465701119944586
rolling_24,2026-03,holt,2,925608.14,945315.797655385,19707.657655384974,0.021291577724656757
rolling_24,2026-03,holt,3,968801.82,985149.7768518943,16347.956851894385,0.0168744076594472
rolling_24,2026-03,holt,4,997181.74,1024983.7560484037,27802.01604840369,0.027880590802238005
rolling_24,2026-03,holt,5,1031192.8,1064817.735244913,33624.93524491298,0.03260780645958057
rolling_24,2026-03,driver_nrr,1,889938.42,891452.1628875623,1513.7428875622572,0.0017009523957424572
rolling_24,2026-03,driver_nrr,2,925608.14,923894.202686995,-1713.937313004979,0.0018516878135978567
rolling_24,2026-03,driver_nrr,3,968801.82,956468.7181569885,-12333.10184301145,0.012730262875653401
rolling_24,2026-03,driver_nrr,4,997181.74,989176.2502562309,-8005.489743769052,0.00802811505931612
rolling_24,2026-03,driver_nrr,5,1031192.8,1022017.3421523918,-9175.457847608253,0.008897907207661121
rolling_24,2026-04,naive,1,925608.14,889938.42,-35669.71999999997,0.03853652367404631
rolling_24,2026-04,naive,2,968801.82,889938.42,-78863.3999999999,0.08140302626599102
rolling_24,2026-04,naive,3,997181.74,889938.42,-107243.31999999995,0.10754641375603202
rolling_24,2026-04,naive,4,1031192.8,889938.42,-141254.38,0.13698154215196226
rolling_24,2026-04,drift,1,925608.14,912106.4382608696,-13501.701739130425,0.014586844211558495
rolling_24,2026-04,drift,2,968801.82,934274.4565217391,-34527.36347826081,0.035639242996323865
rolling_24,2026-04,drift,3,997181.74,956442.4747826087,-40739.26521739131,0.040854403548736574
rolling_24,2026-04,drift,4,1031192.8,978610.4930434783,-52582.3069565217,0.050991732056819734
rolling_24,2026-04,log_linear,1,925608.14,900645.2242538773,-24962.915746122715,0.026969205074323044
rolling_24,2026-04,log_linear,2,968801.82,936884.0460751095,-31917.77392489044,0.032945617221167525
rolling_24,2026-04,log_linear,3,997181.74,974580.9916631988,-22600.74833680119,0.022664623137604974
rolling_24,2026-04,log_linear,4,1031192.8,1013794.7308316941,-17398.069168305956,0.016871790773079442
rolling_24,2026-04,holt,1,925608.14,934752.2262647946,9144.086264794576,0.00987900372699248
rolling_24,2026-04,holt,2,968801.82,971731.1466362476,2929.326636247686,0.0030236593034555677
rolling_24,2026-04,holt,3,997181.74,1008710.0670077007,11528.32700770069,0.011560908654124262
rolling_24,2026-04,holt,4,1031192.8,1045688.9873791537,14496.187379153678,0.014057688706858385
rolling_24,2026-04,driver_nrr,1,925608.14,924100.5738665857,-1507.5661334142787,0.0016287304186999466
rolling_24,2026-04,driver_nrr,2,968801.82,958353.461547178,-10448.358452821965,0.010784825376176487
rolling_24,2026-04,driver_nrr,3,997181.74,992697.3240284851,-4484.415971514885,0.004497089940209781
rolling_24,2026-04,driver_nrr,4,1031192.8,1027132.4029372698,-4060.397062730277,0.003937573131552389
rolling_24,2026-05,naive,1,968801.82,925608.14,-43193.679999999935,0.044584639611845424
rolling_24,2026-05,naive,2,997181.74,925608.14,-71573.59999999998,0.07177588310030625
rolling_24,2026-05,naive,3,1031192.8,925608.14,-105584.66000000003,0.10239080412508701
rolling_24,2026-05,drift,1,968801.82,949196.3634782609,-19605.45652173902,0.020236808103579966
